MsgID.GLOBAL_POSITION,0.0000000,-122.3957477,37.7932767,0.1370000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3726.1580000,-0.4970545,0.3663241,-0.1154292
MsgID.LOCAL_VELOCITY,3726.1580000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957478,37.7932770,0.1150000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.LOCAL_POSITION,3726.4090000,-0.4970545,0.3663241,-0.1154292
MsgID.LOCAL_VELOCITY,3726.4090000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957478,37.7932770,0.1150000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3726.6590000,-0.4970545,0.3663241,-0.1154292
MsgID.LOCAL_VELOCITY,3726.6590000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957478,37.7932770,0.1150000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3726.9090000,-0.4970545,0.3663241,-0.1154292
MsgID.LOCAL_VELOCITY,3726.9090000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957485,37.7932771,0.0800000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3727.1590000,-0.4987296,0.1288578,-0.0383432
MsgID.LOCAL_VELOCITY,3727.1590000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957505,37.7932770,0.0380000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.LOCAL_POSITION,3727.4090000,-0.4987296,0.1288578,-0.0383432
MsgID.LOCAL_VELOCITY,3727.4090000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957505,37.7932770,0.0380000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3727.6590000,-0.4987296,0.1288578,-0.0383432
MsgID.LOCAL_VELOCITY,3727.6590000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957505,37.7932770,0.0380000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3727.9100000,-0.4987296,0.1288578,-0.0383432
MsgID.LOCAL_VELOCITY,3727.9100000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957509,37.7932773,0.0210000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3728.1600000,-0.3627890,0.2187096,0.0274738
MsgID.LOCAL_VELOCITY,3728.1600000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957494,37.7932782,-0.0270000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.LOCAL_POSITION,3728.4100000,-0.3627890,0.2187096,0.0274738
MsgID.LOCAL_VELOCITY,3728.4100000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957494,37.7932782,-0.0270000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3728.6600000,-0.3627890,0.2187096,0.0274738
MsgID.LOCAL_VELOCITY,3728.6600000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957494,37.7932782,-0.0270000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3728.9100000,-0.3627890,0.2187096,0.0274738
MsgID.LOCAL_VELOCITY,3728.9100000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957494,37.7932782,-0.0270000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3729.1600000,-0.5100995,0.0665420,0.0630584
MsgID.LOCAL_VELOCITY,3729.1600000,-0.0000013,0.0000379,-0.0000073
MsgID.GLOBAL_POSITION,0.0000000,-122.3957512,37.7932769,-0.0630000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.LOCAL_POSITION,3729.4100000,-0.5100995,0.0665420,0.0630584
MsgID.LOCAL_VELOCITY,3729.4100000,-0.0000013,0.0000379,-0.0000073
MsgID.GLOBAL_POSITION,0.0000000,-122.3957512,37.7932769,-0.0630000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3729.6600000,-0.5100995,0.0665420,0.0630584
MsgID.LOCAL_VELOCITY,3729.6600000,-0.0000013,0.0000379,-0.0000073
MsgID.GLOBAL_POSITION,0.0000000,-122.3957512,37.7932769,-0.0630000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3729.9110000,-0.5100995,0.0665420,0.0630584
MsgID.LOCAL_VELOCITY,3729.9110000,-0.0000013,0.0000379,-0.0000073
MsgID.GLOBAL_POSITION,0.0000000,-122.3957512,37.7932769,-0.0630000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3730.1610000,-0.5146332,0.2521440,0.0629513
MsgID.LOCAL_VELOCITY,3730.1610000,-0.0000269,-0.0000101,0.0000646
MsgID.GLOBAL_POSITION,0.0000000,-122.3957491,37.7932769,-0.0620000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.LOCAL_POSITION,3730.4110000,-0.5146332,0.2521440,0.0629513
MsgID.LOCAL_VELOCITY,3730.4110000,-0.0000269,-0.0000101,0.0000646
MsgID.GLOBAL_POSITION,0.0000000,-122.3957491,37.7932769,-0.0620000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3730.6610000,-0.5146332,0.2521440,0.0629513
MsgID.LOCAL_VELOCITY,3730.6610000,-0.0000269,-0.0000101,0.0000646
MsgID.GLOBAL_POSITION,0.0000000,-122.3957487,37.7932766,-0.0510000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3730.9110000,-0.4168445,0.2244734,0.0106980
MsgID.LOCAL_VELOCITY,3730.9110000,0.0000075,0.0000071,-0.0000576
MsgID.GLOBAL_POSITION,0.0000000,-122.3957495,37.7932782,0.0030000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,3731.1610000,-0.3927142,0.2073578,-0.0243335
MsgID.LOCAL_VELOCITY,3731.1610000,0.0000211,0.0000115,-0.0000396
