MsgID.GLOBAL_HOME,0.0000000,-122.3957513,37.7932815,0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.LOCAL_POSITION,5.1120000,0.0920521,0.0943946,-0.1438244
MsgID.LOCAL_VELOCITY,5.1120000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957503,37.7932824,0.1430000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,5.3620000,-0.0892711,-0.1269495,-0.1777366
MsgID.LOCAL_VELOCITY,5.3620000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957528,37.7932807,0.1770000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,5.6130000,-0.1457195,-0.0236866,-0.2068656
MsgID.LOCAL_VELOCITY,5.6130000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957516,37.7932802,0.2060000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957524,37.7932805,0.2260000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,5.8630000,-0.1138605,-0.0912281,-0.2269196
MsgID.LOCAL_VELOCITY,5.8630000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_HOME,0.0000000,-122.3957513,37.7932815,0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_POSITION,0.0000000,-122.3957524,37.7932824,0.2340000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,6.1130000,0.0939406,-0.0937944,-0.2349502
MsgID.LOCAL_VELOCITY,6.1130000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957511,37.7932823,0.2290000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,6.3630000,0.0804817,0.0191956,-0.2299243
MsgID.LOCAL_VELOCITY,6.3630000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957509,37.7932819,0.2130000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,6.6130000,0.0375633,0.0396536,-0.2130782
MsgID.LOCAL_VELOCITY,6.6130000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957514,37.7932830,0.1870000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,6.8630000,0.1671528,-0.0026905,-0.1878113
MsgID.LOCAL_VELOCITY,6.8630000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_HOME,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_POSITION,0.0000000,-122.3957515,37.7932818,0.1580000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,7.1130000,4199249.5000000,-10879611.0000000,-0.1586677
MsgID.LOCAL_VELOCITY,7.1130000,0.0001348,0.0002652,-0.0062394
MsgID.LOCAL_POSITION,7.3650000,4199249.5000000,-10879611.0000000,-0.1489575
MsgID.LOCAL_VELOCITY,7.3650000,-0.0000248,0.0362821,-0.1566798
MsgID.GLOBAL_POSITION,0.0000000,-122.3957514,37.7932817,0.1480000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0300000,-0.1500000
MsgID.LOCAL_POSITION,7.6150000,4199249.0000000,-10879611.0000000,-0.1620924
MsgID.LOCAL_VELOCITY,7.6150000,-0.0005597,0.1011852,-0.4052340
MsgID.GLOBAL_POSITION,0.0000000,-122.3957513,37.7932804,0.1620000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.1000000,-0.4000000
MsgID.LOCAL_POSITION,7.8650000,4199249.5000000,-10879611.0000000,-0.5218761
MsgID.LOCAL_VELOCITY,7.8650000,0.0005921,0.1889447,-2.5876157
MsgID.GLOBAL_POSITION,0.0000000,-122.3957507,37.7932812,0.5210000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.1800000,-2.5800000
MsgID.GLOBAL_HOME,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.LOCAL_POSITION,8.1150000,4199249.5000000,-10879611.0000000,-1.3838422
MsgID.LOCAL_VELOCITY,8.1150000,-0.3748558,0.0321421,-4.1533523
MsgID.GLOBAL_POSITION,0.0000000,-122.3957505,37.7932817,1.3830000
MsgID.LOCAL_VELOCITY,0.0000000,-0.3700000,0.0300000,-4.1500000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957504,37.7932800,2.4750000
MsgID.LOCAL_VELOCITY,0.0000000,-0.7700000,0.0000000,-4.5800000
MsgID.LOCAL_POSITION,8.3650000,4199249.0000000,-10879611.0000000,-2.4758840
MsgID.LOCAL_VELOCITY,8.3650000,-0.7729304,0.0020267,-4.5819836
MsgID.GLOBAL_POSITION,0.0000000,-122.3957504,37.7932783,3.3880000
MsgID.LOCAL_VELOCITY,0.0000000,-0.7100000,0.0000000,-2.3900000
MsgID.LOCAL_POSITION,8.6160000,4199249.0000000,-10879611.0000000,-3.3889215
MsgID.LOCAL_VELOCITY,8.6160000,-0.7120972,0.0010065,-2.3949845
MsgID.GLOBAL_POSITION,0.0000000,-122.3957504,37.7932771,3.6740000
MsgID.LOCAL_VELOCITY,0.0000000,-0.6600000,0.0000000,0.1200000
MsgID.LOCAL_POSITION,8.8660000,4199249.0000000,-10879611.0000000,-3.6744115
MsgID.LOCAL_VELOCITY,8.8660000,-0.6689540,0.0009455,0.1273970
MsgID.GLOBAL_HOME,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_POSITION,0.0000000,-122.3957500,37.7932748,3.4300000
MsgID.LOCAL_VELOCITY,0.0000000,-0.7900000,0.4500000,1.6300000
MsgID.LOCAL_POSITION,9.1160000,4199248.5000000,-10879611.0000000,-3.4309950
MsgID.LOCAL_VELOCITY,9.1160000,-0.7936267,0.4530849,1.6306093
MsgID.GLOBAL_POSITION,0.0000000,-122.3957473,37.7932720,3.0120000
MsgID.LOCAL_VELOCITY,0.0000000,-1.1300000,1.6400000,1.5700000
MsgID.LOCAL_POSITION,9.3660000,4199248.5000000,-10879611.0000000,-3.0122964
MsgID.LOCAL_VELOCITY,9.3660000,-1.1330894,1.6437665,1.5748048
MsgID.GLOBAL_POSITION,0.0000000,-122.3957399,37.7932701,2.8690000
MsgID.LOCAL_VELOCITY,0.0000000,-1.6600000,3.6100000,-0.1100000
MsgID.LOCAL_POSITION,9.6160000,4199248.0000000,-10879610.0000000,-2.8690159
MsgID.LOCAL_VELOCITY,9.6160000,-1.6607484,3.6137269,-0.1165058
MsgID.GLOBAL_POSITION,0.0000000,-122.3957278,37.7932663,3.0020000
MsgID.LOCAL_VELOCITY,0.0000000,-1.9800000,4.7500000,-0.3400000
MsgID.LOCAL_POSITION,9.8660000,4199247.5000000,-10879609.0000000,-3.0021448
MsgID.LOCAL_VELOCITY,9.8660000,-1.9829748,4.7507668,-0.3411261
MsgID.GLOBAL_HOME,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_POSITION,0.0000000,-122.3957136,37.7932626,3.0260000
MsgID.LOCAL_VELOCITY,0.0000000,-2.1600000,5.3900000,0.2500000
MsgID.LOCAL_POSITION,10.1160000,4199247.0000000,-10879608.0000000,-3.0262556
MsgID.LOCAL_VELOCITY,10.1160000,-2.1665273,5.3933058,0.2535546
MsgID.GLOBAL_POSITION,0.0000000,-122.3956960,37.7932575,2.9790000
MsgID.LOCAL_VELOCITY,0.0000000,-2.4600000,6.3400000,0.1400000
MsgID.LOCAL_POSITION,10.3660000,4199246.5000000,-10879607.0000000,-2.9799743
MsgID.LOCAL_VELOCITY,10.3660000,-2.4632304,6.3411565,0.1473201
MsgID.GLOBAL_POSITION,0.0000000,-122.3956758,37.7932511,2.9690000
MsgID.LOCAL_VELOCITY,0.0000000,-2.7700000,7.2700000,-0.0400000
MsgID.LOCAL_POSITION,10.6160000,4199246.0000000,-10879605.0000000,-2.9698520
MsgID.LOCAL_VELOCITY,10.6160000,-2.7778566,7.2708960,-0.0419015
MsgID.GLOBAL_POSITION,0.0000000,-122.3956550,37.7932442,2.9790000
